id,created_date,updated_at,full_name,email,country,status,age,balance_eur,notes
491,2023-10-05,2023-10-09T18:38:33Z,Isabella Janssen,isabella.janssen.491@mail.test,NL,active,58,5106.76,"Prefers email over phone, often traveling between offices."
492,2025-01-25,2025-01-26T22:10:29Z,Charlotte Novak,charlotte.novak.492@mail.test,DE,active,56,3159.78,"Prefers email over phone, often traveling between offices."
493,2025-06-03,2025-06-25T16:48:07Z,Emma Bakker,emma.bakker.493@mail.test,NL,blocked,18,6054.67,"Noted issue with CSV export, ""quote handling"" needs review."
494,2024-10-07,2024-11-01T00:35:34Z,Mia Rossi,mia.rossi.494@example.com,US,active,46,542.07,"Noted issue with CSV export, ""quote handling"" needs review."
495,2023-02-03,2023-02-17T09:50:46Z,Emma Keller,emma.keller.495@sample.io,NL,blocked,26,7126.01,"Met at the conference, shared a card and discussed onboarding. Priority flagged; please confirm ""yes"" or ""no""."
496,2025-05-18,2025-06-12T00:57:33Z,Ava Nowak,ava.nowak.496@mail.test,US,active,69,855.05,"Met at the conference, shared a card and discussed onboarding."
497,2024-06-01,2024-06-06T00:34:11Z,Sophia Lopez,sophia.lopez.497@sample.io,DE,active,18,1861.43,"Noted issue with CSV export, ""quote handling"" needs review."
498,2025-05-12,2025-05-26T04:57:10Z,Noah Walker,noah.walker.498@example.com,IT,active,66,7337.58,"Comment includes commas, quotes, and unicode: café, naïve, São Paulo."
499,2023-06-02,2023-06-25T21:22:20Z,Olivia Kowalski,olivia.kowalski.499@sample.io,ES,active,20,4999.89,"Comment includes commas, quotes, and unicode: café, naïve, São Paulo."
500,2024-10-13,2024-11-09T23:15:07Z,Leo Schneider,leo.schneider.500@example.org,IT,active,72,6479.89,"Prefers email over phone, often traveling between offices."
501,2023-06-26,2023-07-05T07:24:54Z,James Novak,james.novak.501@mail.test,ES,active,27,15590.45,"Noted issue with CSV export, ""quote handling"" needs review."
502,2024-01-22,2024-01-27T20:26:25Z,Nico Müller,nico.m.ller.502@sample.io,UK,active,43,1956.88,"Important: verify billing address, it changed recently."
503,2024-01-31,2024-03-01T08:10:17Z,Liam Bakker,liam.bakker.503@sample.io,DE,active,48,7370.37,"Asked about discounts, mentioned budget constraints."
504,2023-04-22,2023-05-11T17:09:05Z,Emma Verhoeven,emma.verhoeven.504@example.com,DE,active,21,16948.56,"Noted issue with CSV export, ""quote handling"" needs review."
505,2025-06-24,2025-07-01T16:36:46Z,Ava Martin,ava.martin.505@example.org,ES,active,23,6907.38,"Met at the conference, shared a card and discussed onboarding."
506,2023-11-15,2023-11-25T09:00:56Z,Liam Keller,liam.keller.506@example.com,DE,active,29,5354.85,"Customer asked for a faster turnaround, please follow up."
507,2023-06-29,2023-07-10T16:37:26Z,Lucas Brown,lucas.brown.507@example.com,ES,active,37,6153.81,
508,2024-01-28,2024-02-25T01:08:42Z,Renée Novak,ren.e.novak.508@sample.io,PL,active,18,6976,"Asked about discounts, mentioned budget constraints."
509,2023-01-22,2023-02-21T15:17:03Z,Sophia Martin,sophia.martin.509@sample.io,ES,active,52,1139.22,"Noted issue with CSV export, ""quote handling"" needs review."
510,2024-05-25,2024-06-04T23:59:02Z,Greta Lopez,greta.lopez.510@example.org,UK,active,50,1067.83,
511,2025-03-26,2025-04-25T20:18:24Z,Mia Smith,mia.smith.511@example.com,ES,pending,24,3170.69,"Important: verify billing address, it changed recently."
512,2023-06-09,2023-06-16T22:05:56Z,Ethan Johnson,ethan.johnson.512@mail.test,UK,active,23,7993.08,"Reminder: send update by Friday, include the Q2 summary."
513,2024-08-30,2024-09-27T00:12:04Z,Noah Andersson,noah.andersson.513@mail.test,UK,active,63,3747.7,"Asked about discounts, mentioned budget constraints."
514,2023-05-11,2023-05-18T18:17:47Z,Lucas Brown,lucas.brown.514@sample.io,ES,blocked,67,6637.22,"Comment includes commas, quotes, and unicode: café, naïve, São Paulo. Priority flagged; please confirm ""yes"" or ""no""."
515,2023-06-07,2023-07-07T12:05:56Z,Leo Bakker,leo.bakker.515@example.org,NL,pending,28,6533.04,"Met at the conference, shared a card and discussed onboarding."
516,2024-10-03,2024-10-14T15:14:44Z,Emma Verhoeven,emma.verhoeven.516@example.org,ES,active,44,2224.24,"Asked about discounts, mentioned budget constraints."
517,2024-04-15,2024-04-20T19:43:01Z,Pablo Keller,pablo.keller+team3.517@sample.io,ES,active,59,7237.1,"Met at the conference, shared a card and discussed onboarding."
518,2023-07-15,2023-07-21T20:22:59Z,Łukasz Hansen,ukasz.hansen.518@example.com,UK,active,63,728.56,"Asked about discounts, mentioned budget constraints."
519,2024-05-14,2024-05-28T04:26:54Z,Łukasz Müller,ukasz.m.ller.519@example.com,NL,active,68,3987.52,"Asked about discounts, mentioned budget constraints. Additional detail: résumé, coöperate, smörgåsbord."
520,2023-05-31,2023-06-30T22:04:02Z,Amelia Wilson,amelia.wilson.520@mail.test,UK,active,44,7676.23,"Line one for Amelia Wilson, includes a comma.
Line two adds a quote: ""check CSV""."
521,2023-01-04,2023-01-07T22:15:39Z,Charlotte Brown,charlotte.brown.521@example.com,ES,active,60,5256.36,"Asked about discounts, mentioned budget constraints."
522,2023-03-20,2023-04-05T19:43:18Z,Renée Nguyen,ren.e.nguyen.522@example.com,US,active,46,6113.55,"Customer asked for a faster turnaround, please follow up."
523,2023-06-26,2023-07-25T23:10:52Z,Renée Rossi,ren.e.rossi.523@example.org,NL,blocked,51,5585.37,"Important: verify billing address, it changed recently."
524,2025-02-06,2025-02-27T17:32:31Z,Ella Martin,ella.martin.524@mail.test,IT,active,56,1183.98,"Prefers email over phone, often traveling between offices."
525,2024-06-22,2024-07-22T15:26:13Z,Noah Andersson,noah.andersson.525@sample.io,ES,active,60,5610.26,"Reminder: send update by Friday, include the Q2 summary."
526,2023-03-28,2023-04-16T11:38:51Z,Pablo Brown,pablo.brown.526@example.org,UK,active,72,1248.12,"Reminder: send update by Friday, include the Q2 summary."
527,2023-02-11,2023-02-28T08:34:59Z,Zoë Wilson,zo.wilson.527@sample.io,US,blocked,26,6953.77,"Prefers email over phone, often traveling between offices."
528,2024-08-07,2024-08-10T12:34:43Z,Ava Dubois,ava.dubois.528@example.com,IT,active,20,7657.19,"Met at the conference, shared a card and discussed onboarding."
529,2025-01-08,2025-01-15T14:59:41Z,Greta Brown,greta.brown.529@example.com,US,active,38,5977.76,"Met at the conference, shared a card and discussed onboarding."
530,2025-01-11,2025-01-12T09:03:50Z,Isabella Bianchi,isabella.bianchi.530@example.com,NL,active,32,3616.3,"Important: verify billing address, it changed recently."
531,2023-01-07,2023-01-24T18:41:15Z,Ava Hansen,ava.hansen.531@sample.io,UK,active,29,2604.97,"Prefers email over phone, often traveling between offices."
532,2025-04-18,2025-04-30T00:20:44Z,Hannah Rossi,hannah.rossi.532@sample.io,UK,active,58,3899.76,"Prefers email over phone, often traveling between offices."
533,2023-04-11,2023-05-02T12:30:20Z,Ethan Martin,ethan.martin.533@example.com,IT,active,71,3661.77,"Customer asked for a faster turnaround, please follow up. Priority flagged; please confirm ""yes"" or ""no""."
534,2023-09-17,2023-09-20T07:19:23Z,Lucas Novak,lucas.novak.534@example.com,UK,pending,53,1640.04,
535,2023-06-29,2023-07-07T04:50:29Z,Zoë Rossi,zo.rossi.535@example.com,DE,active,35,1666.34,"Reminder: send update by Friday, include the Q2 summary."
536,2023-02-14,2023-03-05T14:09:22Z,Ethan Keller,ethan.keller.536@example.com,DE,active,57,756.52,"Reminder: send update by Friday, include the Q2 summary."
537,2023-09-08,2023-09-28T03:16:12Z,Ethan Müller,ethan.m.ller.537@example.com,ES,active,58,499.07,"Important: verify billing address, it changed recently."
538,2023-05-05,2023-05-23T17:04:22Z,James García,james.garc.a.538@example.com,UK,active,27,5949.27,"Comment includes commas, quotes, and unicode: café, naïve, São Paulo."
539,2024-05-28,2024-06-17T11:03:14Z,Emma Lopez,emma.lopez.539@example.org,PL,active,37,5082.8,"Customer asked for a faster turnaround, please follow up."
540,2025-04-03,2025-04-17T05:07:13Z,Mason Nowak,mason.nowak.540@sample.io,FR,pending,57,-375.1,"Comment includes commas, quotes, and unicode: café, naïve, São Paulo."
541,2023-06-30,2023-07-26T08:20:17Z,Amelia Walker,amelia.walker.541@example.com,UK,active,46,7259.32,"Met at the conference, shared a card and discussed onboarding."
542,2024-06-01,2024-06-29T13:05:31Z,Olivia Brown,olivia.brown.542@example.org,ES,active,23,3443.04,"Important: verify billing address, it changed recently."
543,2024-11-23,2024-11-26T07:38:51Z,Isabella Bianchi,isabella.bianchi.543@sample.io,UK,active,64,3310.76,"Asked about discounts, mentioned budget constraints."
544,2024-12-21,2025-01-01T12:49:07Z,Renée Schneider,ren.e.schneider.544@sample.io,NL,active,27,448.99,"Important: verify billing address, it changed recently."
545,2023-03-28,2023-04-21T06:26:32Z,Pablo Schneider,pablo.schneider.545@example.com,FR,active,33,7334.96,"Line one for Pablo Schneider, includes a comma.
Line two adds a quote: ""check CSV""."
546,2025-01-01,2025-01-14T23:31:49Z,Ella Müller,ella.m.ller.546@example.org,US,active,59,326.81,"Prefers email over phone, often traveling between offices."
547,2023-12-02,2023-12-13T03:32:18Z,Sofia Hansen,sofia.hansen.547@mail.test,IT,pending,42,3843.02,"Met at the conference, shared a card and discussed onboarding."
548,2023-06-19,2023-07-19T22:56:29Z,Chloé Nguyen,chlo.nguyen.548@mail.test,NL,pending,67,1653.46,"Asked about discounts, mentioned budget constraints."
549,2023-08-21,2023-08-23T06:44:11Z,Olivia García,olivia.garc.a.549@example.org,PL,active,70,170.58,"Comment includes commas, quotes, and unicode: café, naïve, São Paulo."
550,2023-11-17,2023-12-10T06:11:44Z,Ava Nguyen,ava.nguyen.550@mail.test,FR,active,71,6326.85,"Reminder: send update by Friday, include the Q2 summary."
551,2023-03-23,2023-03-24T18:45:36Z,Mia Taylor,mia.taylor.551@sample.io,ES,active,28,0,"Met at the conference, shared a card and discussed onboarding."
552,2023-10-28,2023-11-24T13:49:22Z,Pablo Nguyen,pablo.nguyen.552@example.com,IT,blocked,34,2642.54,"Met at the conference, shared a card and discussed onboarding. Priority flagged; please confirm ""yes"" or ""no""."
553,2024-01-11,2024-02-04T10:33:19Z,Ella Novak,ella.novak.553@example.org,UK,active,39,4380.19,"Important: verify billing address, it changed recently."
554,2024-03-16,2024-04-13T17:10:22Z,Sofia García,sofia.garc.a.554@example.com,UK,active,67,753.51,"Important: verify billing address, it changed recently."
555,2024-12-26,2025-01-19T20:55:04Z,Ella Lopez,ella.lopez.555@example.org,DE,active,74,625.73,"Noted issue with CSV export, ""quote handling"" needs review."
556,2025-05-18,2025-06-07T17:14:03Z,Amelia Bakker,amelia.bakker.556@sample.io,DE,active,21,3288.73,"Important: verify billing address, it changed recently. Additional detail: résumé, coöperate, smörgåsbord."
557,2023-11-29,2023-12-22T17:31:35Z,Hannah Ricci,hannah.ricci.557@example.org,PL,active,35,630.17,"Prefers email over phone, often traveling between offices."
558,2023-02-21,2023-03-06T05:59:47Z,Leo Brown,leo.brown.558@mail.test,NL,active,19,3048.21,"Prefers email over phone, often traveling between offices."
559,2024-06-08,2024-06-28T13:15:40Z,Mason Dubois,mason.dubois.559@example.com,NL,active,37,5528.04,"Prefers email over phone, often traveling between offices."
560,2025-01-14,2025-01-27T13:45:53Z,Isabella García,isabella.garc.a.560@sample.io,FR,active,53,2642.03,"Met at the conference, shared a card and discussed onboarding."
561,2024-05-28,2024-06-24T21:29:10Z,Nico Keller,nico.keller.561@example.com,ES,active,48,5484.73,"Comment includes commas, quotes, and unicode: café, naïve, São Paulo."
562,2024-10-07,2024-10-18T00:28:32Z,Nico Müller,nico.m.ller.562@example.com,PL,blocked,69,7126.61,"Important: verify billing address, it changed recently."
563,2024-09-03,2024-10-03T18:01:26Z,Ethan Kowalski,ethan.kowalski.563@example.com,NL,pending,22,7666.95,"Met at the conference, shared a card and discussed onboarding."
564,2024-06-02,2024-06-23T04:28:09Z,Nico Wilson,nico.wilson+team5.564@example.org,PL,active,42,2890.63,"Met at the conference, shared a card and discussed onboarding."
565,2023-04-14,2023-05-12T09:26:48Z,Hannah Brown,hannah.brown.565@example.com,UK,active,51,1958.6,"Comment includes commas, quotes, and unicode: café, naïve, São Paulo."
566,2024-11-23,2024-11-28T15:39:33Z,Ethan Verhoeven,ethan.verhoeven.566@example.org,US,active,54,1047.74,"Noted issue with CSV export, ""quote handling"" needs review."
567,2023-07-26,2023-08-20T19:55:25Z,Chloé Janssen,chlo.janssen.567@example.com,US,active,72,2695.26,"Met at the conference, shared a card and discussed onboarding."
568,2023-12-30,2024-01-08T12:37:35Z,Lucas Smith,lucas.smith.568@example.org,UK,active,75,7391.19,"Prefers email over phone, often traveling between offices."
569,2024-12-15,2025-01-02T16:34:51Z,Pablo Kowalski,pablo.kowalski.569@sample.io,UK,active,21,5480.31,"Comment includes commas, quotes, and unicode: café, naïve, São Paulo."
570,2024-12-23,2025-01-08T18:05:27Z,Lucas Smith,lucas.smith.570@example.org,NL,active,59,2777.07,"Asked about discounts, mentioned budget constraints."
571,2023-07-10,2023-07-14T18:31:35Z,Jörg Andersson,j.rg.andersson.571@sample.io,ES,active,62,1330.44,"Met at the conference, shared a card and discussed onboarding. Priority flagged; please confirm ""yes"" or ""no""."
572,2023-07-29,2023-08-12T18:49:05Z,Ben Smith,ben.smith.572@sample.io,FR,active,36,7945.1,"Noted issue with CSV export, ""quote handling"" needs review."
573,2024-06-21,2024-06-21T15:17:55Z,Sofia García,sofia.garc.a.573@example.org,PL,active,60,4974.5,"Reminder: send update by Friday, include the Q2 summary."
574,2024-11-14,2024-12-04T06:09:55Z,Charlotte Ricci,charlotte.ricci.574@sample.io,DE,active,32,297.07,"Important: verify billing address, it changed recently."
575,2024-03-16,2024-03-25T21:07:25Z,Marta Wilson,marta.wilson.575@mail.test,PL,active,62,2362.04,"Customer asked for a faster turnaround, please follow up."
576,2024-08-18,2024-08-21T12:15:46Z,Renée Taylor,ren.e.taylor.576@example.com,FR,active,18,4471.83,"Important: verify billing address, it changed recently."
577,2025-05-27,2025-06-23T00:05:54Z,Lucas Keller,lucas.keller.577@mail.test,NL,active,44,6648.92,"Line one for Lucas Keller, includes a comma.
Line two adds a quote: ""check CSV""."
578,2024-03-30,2024-04-04T10:24:56Z,Mason Taylor,mason.taylor.578@mail.test,FR,active,31,4691.3,"Noted issue with CSV export, ""quote handling"" needs review."
579,2025-04-08,2025-04-30T04:38:23Z,Emma Kowalski,emma.kowalski.579@example.com,UK,active,56,2387.51,"Comment includes commas, quotes, and unicode: café, naïve, São Paulo."
580,2025-01-14,2025-01-16T04:15:59Z,Nico Kowalski,nico.kowalski.580@example.org,PL,active,40,4315.91,"Prefers email over phone, often traveling between offices."
581,2023-12-20,2024-01-11T10:52:39Z,Pablo Martin,pablo.martin.581@mail.test,UK,active,36,174.24,"Reminder: send update by Friday, include the Q2 summary."
582,2023-03-15,2023-04-02T02:17:52Z,Ella Janssen,ella.janssen.582@mail.test,UK,active,28,6568.98,"Reminder: send update by Friday, include the Q2 summary."
583,2025-03-13,2025-03-30T02:09:57Z,Charlotte Walker,charlotte.walker.583@example.com,IT,active,57,0,"Comment includes commas, quotes, and unicode: café, naïve, São Paulo."
584,2024-10-10,2024-10-26T14:18:41Z,Zoë Bianchi,zo.bianchi.584@example.org,ES,active,38,3270.45,"Reminder: send update by Friday, include the Q2 summary."
585,2025-03-01,2025-03-23T03:10:19Z,Łukasz Walker,ukasz.walker.585@sample.io,PL,active,33,4687.62,"Customer asked for a faster turnaround, please follow up."
586,2023-03-10,2023-03-29T21:56:48Z,James Smith,james.smith.586@mail.test,NL,active,45,4132.68,"Prefers email over phone, often traveling between offices."
587,2023-09-21,2023-10-14T02:11:48Z,Mia Nowak,mia.nowak.587@mail.test,US,active,75,3151.12,"We discussed integration details and next steps for data migration. Account prefers monthly invoicing, with a net-30 payment window. Account prefers monthly invoicing, with a net-30 payment window. Potential expansion flagged; revisit after the next billing cycle. Include quotes like ""do not overlook edge cases"" and commas, too. Include quotes like ""do not overlook edge cases"" and commas, too. Potential expansion flagged; revisit after the next billing cycle. Include quotes like ""do not overlook edge cases"" and commas, too. Potential expansion flagged; revisit after the next billing cycle."
588,2024-03-21,2024-04-10T16:54:43Z,Ella Keller,ella.keller.588@example.org,IT,active,32,6936.36,"Asked about discounts, mentioned budget constraints."
589,2024-08-12,2024-09-11T10:56:14Z,Zoë Rossi,zo.rossi.589@mail.test,IT,active,42,0,"Customer asked for a faster turnaround, please follow up."
590,2025-02-28,2025-03-28T14:49:41Z,Pablo Lopez,pablo.lopez.590@example.com,IT,active,26,6063.28,"Important: verify billing address, it changed recently. Priority flagged; please confirm ""yes"" or ""no""."
591,2024-02-10,2024-03-05T07:32:40Z,Noah Müller,noah.m.ller.591@example.com,DE,active,57,7087.18,"Reminder: send update by Friday, include the Q2 summary."
592,2024-10-20,2024-11-07T16:18:44Z,Łukasz Rossi,ukasz.rossi.592@sample.io,NL,active,40,1944.99,"Met at the conference, shared a card and discussed onboarding."
593,2023-08-17,2023-09-06T13:34:42Z,Emma Bianchi,emma.bianchi.593@sample.io,US,active,56,4709.2,"Customer asked for a faster turnaround, please follow up. Additional detail: résumé, coöperate, smörgåsbord."
594,2023-12-21,2023-12-25T05:36:17Z,Ben Cohen,ben.cohen.594@example.com,ES,active,31,3839.4,"Important: verify billing address, it changed recently."
595,2024-10-10,2024-10-28T12:22:45Z,Lucas Kowalski,lucas.kowalski.595@example.com,IT,active,57,6958.13,"Asked about discounts, mentioned budget constraints."
596,2024-09-27,2024-10-27T12:56:10Z,Mason Lopez,mason.lopez.596@sample.io,US,blocked,64,6986.59,"Asked about discounts, mentioned budget constraints."
597,2023-12-13,2024-01-04T14:38:43Z,Zoë Brown,zo.brown.597@sample.io,IT,active,25,7299.01,"Comment includes commas, quotes, and unicode: café, naïve, São Paulo."
598,2024-10-03,2024-10-20T19:27:39Z,Marta Janssen,marta.janssen.598@example.com,US,active,24,5106.07,"Met at the conference, shared a card and discussed onboarding."
599,2024-01-24,2024-01-24T07:20:10Z,Liam Nguyen,liam.nguyen.599@example.com,PL,active,51,6457.47,"Important: verify billing address, it changed recently."
600,2023-12-14,2023-12-24T09:37:54Z,Hannah Janssen,hannah.janssen.600@sample.io,PL,pending,37,7319.32,"Met at the conference, shared a card and discussed onboarding."
601,2024-10-02,2024-10-23T02:14:38Z,Pablo Martin,pablo.martin.601@sample.io,IT,active,34,2717.45,"Prefers email over phone, often traveling between offices."
602,2023-11-16,2023-12-09T08:11:02Z,Olivia Taylor,olivia.taylor.602@example.org,UK,pending,56,2438.98,"Asked about discounts, mentioned budget constraints."
603,2025-05-15,2025-06-05T20:42:13Z,Lucas Kowalski,lucas.kowalski.603@example.org,DE,active,20,5882.18,"Prefers email over phone, often traveling between offices."
604,2025-04-07,2025-05-05T05:19:34Z,Emma Nowak,emma.nowak.604@sample.io,PL,active,63,3749.02,"Prefers email over phone, often traveling between offices."
605,2025-05-18,2025-06-02T16:35:18Z,Ben Hansen,ben.hansen.605@sample.io,DE,active,73,2788.13,"Asked about discounts, mentioned budget constraints."
606,2024-09-15,2024-10-09T01:21:36Z,Chloé Wilson,chlo.wilson.606@example.com,US,pending,18,4230.14,"Important: verify billing address, it changed recently."
607,2024-07-27,2024-08-20T05:11:09Z,Nico Bakker,nico.bakker.607@mail.test,NL,active,62,1571.95,"Reminder: send update by Friday, include the Q2 summary."
608,2024-09-11,2024-09-28T17:10:47Z,Lucas Nowak,lucas.nowak.608@example.com,NL,active,20,1530.06,"Prefers email over phone, often traveling between offices."
609,2024-10-06,2024-10-26T00:08:08Z,Hannah Nguyen,hannah.nguyen.609@example.com,US,active,53,7657.8,"Asked about discounts, mentioned budget constraints. Priority flagged; please confirm ""yes"" or ""no""."
610,2025-06-11,2025-06-12T05:11:21Z,Liam Dubois,liam.dubois.610@mail.test,IT,pending,29,6482.91,"Prefers email over phone, often traveling between offices."
611,2023-08-29,2023-08-31T23:25:05Z,José Nguyen,jos.nguyen+team2.611@mail.test,NL,active,25,1537.58,"Reminder: send update by Friday, include the Q2 summary."
612,2025-05-11,2025-05-22T05:17:02Z,Sofia Hansen,sofia.hansen.612@sample.io,DE,blocked,70,3201.58,"Comment includes commas, quotes, and unicode: café, naïve, São Paulo."
613,2025-06-19,2025-07-14T18:01:25Z,Ava Rossi,ava.rossi.613@example.org,US,active,21,7687.03,"Asked about discounts, mentioned budget constraints."
614,2023-06-11,2023-07-06T03:51:12Z,Francesca Kowalski,francesca.kowalski.614@example.org,NL,active,50,6343.55,"Asked about discounts, mentioned budget constraints."
615,2023-06-11,2023-07-10T08:06:03Z,Marta Smith,marta.smith.615@mail.test,IT,active,19,7071.83,"Reminder: send update by Friday, include the Q2 summary."
616,2023-02-25,2023-03-16T20:21:42Z,Mason Andersson,mason.andersson.616@mail.test,NL,active,68,6303.85,"Noted issue with CSV export, ""quote handling"" needs review."
617,2025-04-07,2025-04-22T23:29:23Z,Noah Cohen,noah.cohen.617@example.com,IT,active,65,2864.03,"Noted issue with CSV export, ""quote handling"" needs review."
618,2025-05-28,2025-05-30T15:58:45Z,Olivia Andersson,olivia.andersson.618@example.com,US,pending,37,6916.07,"Reminder: send update by Friday, include the Q2 summary."
619,2024-09-10,2024-10-09T02:09:13Z,Francesca Schneider,francesca.schneider.619@example.com,PL,pending,46,-260.61,"Important: verify billing address, it changed recently."
620,2023-08-10,2023-08-13T17:30:02Z,Liam Rossi,liam.rossi.620@example.org,FR,active,75,1019.99,"Line one for Liam Rossi, includes a comma.
Line two adds a quote: ""check CSV""."
621,2025-01-02,2025-01-09T08:26:47Z,Greta Brown,greta.brown.621@example.org,NL,active,22,7988,"Prefers email over phone, often traveling between offices."
622,2024-04-20,2024-04-23T06:39:17Z,Emma Nguyen,emma.nguyen.622@sample.io,ES,active,62,3519.12,"Noted issue with CSV export, ""quote handling"" needs review."
623,2023-09-23,2023-09-30T13:28:54Z,Sophia Johnson,sophia.johnson.623@example.org,PL,active,24,4407.92,"Asked about discounts, mentioned budget constraints."
624,2025-01-23,2025-01-29T02:05:49Z,Greta Keller,greta.keller.624@mail.test,UK,active,25,5121.28,"Prefers email over phone, often traveling between offices."
625,2025-03-23,2025-04-05T15:56:16Z,Marta Ricci,marta.ricci.625@example.com,IT,pending,46,5586.56,"Prefers email over phone, often traveling between offices."
626,2023-07-25,2023-08-13T23:24:22Z,Amelia Keller,amelia.keller.626@mail.test,FR,active,65,6694.05,"Asked about discounts, mentioned budget constraints."
627,2024-01-21,2024-02-15T04:31:10Z,Ben Verhoeven,ben.verhoeven.627@sample.io,PL,active,19,3125.76,"Customer asked for a faster turnaround, please follow up."
628,2025-05-15,2025-06-08T15:27:41Z,Renée Dubois,ren.e.dubois.628@sample.io,NL,pending,39,5174.4,"Noted issue with CSV export, ""quote handling"" needs review. Priority flagged; please confirm ""yes"" or ""no""."
629,2023-09-02,2023-10-02T08:27:16Z,Ella Müller,ella.m.ller.629@sample.io,UK,pending,55,3254.92,"Noted issue with CSV export, ""quote handling"" needs review."
630,2024-03-06,2024-04-04T07:35:15Z,James Walker,james.walker.630@example.com,FR,active,46,1374.69,"Prefers email over phone, often traveling between offices. Additional detail: résumé, coöperate, smörgåsbord."
631,2023-01-27,2023-02-22T09:20:52Z,Liam Novak,liam.novak.631@mail.test,PL,active,24,3290.55,"Prefers email over phone, often traveling between offices."
632,2024-07-18,2024-07-23T18:06:34Z,Renée Keller,ren.e.keller.632@example.org,PL,active,66,2692.01,"Noted issue with CSV export, ""quote handling"" needs review."
633,2025-04-26,2025-05-18T05:07:38Z,Marta Lopez,marta.lopez.633@mail.test,US,pending,52,2572.81,"Prefers email over phone, often traveling between offices."
634,2024-02-23,2024-03-09T17:12:17Z,Emma Johnson,emma.johnson.634@example.org,PL,active,24,5255.03,"Reminder: send update by Friday, include the Q2 summary."
635,2025-02-06,2025-02-23T04:28:20Z,Renée Bianchi,ren.e.bianchi.635@example.org,PL,active,48,5116.07,"Reminder: send update by Friday, include the Q2 summary."
636,2023-10-31,2023-11-16T08:22:11Z,Pablo Cohen,pablo.cohen.636@mail.test,FR,blocked,44,431.07,"Prefers email over phone, often traveling between offices."
637,2023-06-17,2023-06-30T02:48:00Z,Łukasz Janssen,ukasz.janssen.637@sample.io,US,active,21,6491.98,"Line one for Łukasz Janssen, includes a comma.
Line two adds a quote: ""check CSV""."
638,2025-04-09,2025-04-16T11:50:18Z,Ben Smith,ben.smith.638@example.org,IT,active,22,6731.76,"Reminder: send update by Friday, include the Q2 summary."
639,2025-01-11,2025-02-02T03:41:08Z,Hannah Dubois,hannah.dubois.639@sample.io,PL,pending,18,1515.93,"Noted issue with CSV export, ""quote handling"" needs review."
640,2023-05-25,2023-05-30T05:01:38Z,Hannah Novak,hannah.novak.640@mail.test,IT,pending,47,4635.93,"Prefers email over phone, often traveling between offices."
641,2024-09-09,2024-10-06T02:52:02Z,Mason Bianchi,mason.bianchi.641@example.org,US,active,27,4120.51,"Prefers email over phone, often traveling between offices."
642,2023-12-03,2023-12-30T03:42:34Z,Ella Janssen,ella.janssen.642@example.org,PL,active,18,1466.92,"Met at the conference, shared a card and discussed onboarding."
643,2023-07-05,2023-07-19T21:47:50Z,Emma Janssen,emma.janssen.643@sample.io,ES,active,67,-372.22,"Noted issue with CSV export, ""quote handling"" needs review."
644,2023-01-31,2023-02-24T17:43:55Z,Zoë Verhoeven,zo.verhoeven.644@example.org,UK,pending,25,3370.08,"Noted issue with CSV export, ""quote handling"" needs review."
645,2024-09-30,2024-10-10T11:27:33Z,Charlotte Rossi,charlotte.rossi.645@mail.test,IT,active,37,1420.86,"Prefers email over phone, often traveling between offices."
646,2025-02-19,2025-02-23T08:40:05Z,Ava García,ava.garc.a.646@example.org,US,active,52,172.09,"Comment includes commas, quotes, and unicode: café, naïve, São Paulo."
647,2024-02-18,2024-03-01T13:09:55Z,Isabella Müller,isabella.m.ller.647@sample.io,US,active,43,4567.24,"Noted issue with CSV export, ""quote handling"" needs review. Priority flagged; please confirm ""yes"" or ""no""."
648,2023-12-30,2024-01-14T03:52:11Z,José Keller,jos.keller.648@example.org,UK,active,24,3136.52,"Met at the conference, shared a card and discussed onboarding."
649,2023-02-09,2023-02-17T01:27:02Z,Amelia Keller,amelia.keller.649@example.com,US,active,67,4723.13,"Asked about discounts, mentioned budget constraints."
650,2024-12-06,2024-12-30T15:29:04Z,Hannah Novak,hannah.novak.650@example.com,FR,pending,26,6470.54,"Comment includes commas, quotes, and unicode: café, naïve, São Paulo."
651,2025-01-13,2025-01-20T19:39:44Z,Jörg Nguyen,j.rg.nguyen.651@mail.test,FR,active,33,6235.07,"Comment includes commas, quotes, and unicode: café, naïve, São Paulo."
652,2024-11-28,2024-12-05T10:36:40Z,Łukasz Bakker,ukasz.bakker.652@sample.io,IT,active,61,6843.08,"Customer asked for a faster turnaround, please follow up."
653,2024-01-14,2024-02-03T06:20:42Z,Nico Brown,nico.brown.653@mail.test,PL,active,45,4755.36,"Customer asked for a faster turnaround, please follow up."
654,2023-02-02,2023-02-23T11:34:48Z,Renée Cohen,ren.e.cohen.654@sample.io,FR,active,27,5105.96,"Met at the conference, shared a card and discussed onboarding."
655,2023-04-17,2023-04-21T11:59:43Z,José Bakker,jos.bakker.655@sample.io,ES,pending,29,5072.66,"Met at the conference, shared a card and discussed onboarding."
656,2025-01-10,2025-02-09T12:22:46Z,Sophia García,sophia.garc.a.656@example.com,NL,active,69,6567.88,"Comment includes commas, quotes, and unicode: café, naïve, São Paulo."
657,2025-05-23,2025-06-10T05:51:36Z,Leo Hansen,leo.hansen.657@mail.test,UK,active,72,2225.72,"Reminder: send update by Friday, include the Q2 summary."
